CustomerID,Tenure,WarehouseToHome,Churn,PreferredOrderCat,SatisfactionScore,MaritalStatus,Complain,DaySinceLastOrder,CashbackAmount,LoginFrequency
CUST-01016,12.0,20,0,Laptop & Accessory,1,Single,0,27.0,299.43,Daily
CUST-01017,46.0,6,0,Others,4,Single,0,13.0,170.03,Rarely
CUST-01018,,26,0,Laptop & Accessory,2,Married,0,10.0,303.85,Weekly
CUST-01019,48.0,47,0,Grocery,5,Single,0,24.0,101.51,Weekly
CUST-01020,56.0,37,0,Fashion,1,Single,0,2.0,189.05,Monthly
CUST-01021,60.0,28,0,Others,1,Single,0,17.0,106.59,Rarely
CUST-01022,48.0,34,1,Mobile Phone,2,Divorced,1,21.0,205.32,Weekly
CUST-01023,,28,0,Others,2,Single,0,18.0,305.1,Weekly
CUST-01024,20.0,41,0,Fashion,5,Divorced,0,9.0,361.58,Monthly
CUST-01025,29.0,35,0,Laptop & Accessory,4,Divorced,1,20.0,254.09,Weekly
CUST-01026,47.0,47,0,Mobile Phone,4,Divorced,0,15.0,224.72,Rarely
CUST-01027,28.0,41,1,Grocery,3,Divorced,0,26.0,,Rarely
CUST-01028,26.0,32,1,Grocery,1,Divorced,0,3.0,173.08,Monthly
CUST-01029,42.0,23,1,Fashion,1,Single,0,12.0,334.13,Daily
CUST-01030,,47,1,Mobile Phone,1,Single,1,35.0,395.02,Daily
CUST-01031,36.0,11,0,Fashion,4,Divorced,1,1.0,67.94,Weekly
CUST-01032,10.0,20,0,Fashion,2,Single,0,,174.94,Weekly
CUST-01033,16.0,24,1,Grocery,1,Divorced,0,26.0,121.42,Monthly
CUST-01034,7.0,37,1,Grocery,2,Divorced,0,20.0,125.61,Weekly
CUST-01035,52.0,8,0,Mobile Phone,5,Married,0,2.0,199.49,Weekly
CUST-01036,30.0,16,1,Grocery,2,Single,0,13.0,266.4,Weekly
CUST-01037,34.0,48,0,Mobile Phone,2,Divorced,0,36.0,,Daily
CUST-01038,42.0,13,1,Mobile Phone,5,Single,0,2.0,103.6,Weekly
CUST-01039,59.0,7,0,Others,4,Single,1,36.0,196.4,Monthly
CUST-01040,19.0,38,0,Fashion,4,Married,0,6.0,224.04,Rarely
CUST-01041,36.0,-5,0,Others,2,Single,0,30.0,164.04,Monthly
CUST-01042,40.0,11,0,Fashion,3,Single,0,27.0,347.99,Monthly
CUST-01043,37.0,11,0,Laptop & Accessory,3,Single,0,15.0,200.62,Weekly
CUST-01044,58.0,9,0,Laptop & Accessory,5,Single,0,15.0,99.19,Weekly
CUST-01045,6.0,21,0,Others,2,Married,0,21.0,342.79,Monthly
CUST-01046,38.0,12,0,Laptop & Accessory,2,Divorced,0,35.0,157.19,Daily
CUST-01047,55.0,18,1,Laptop & Accessory,2,Married,1,44.0,82.45,Daily
CUST-01048,34.0,45,1,Fashion,2,Married,1,17.0,327.16,Monthly
CUST-01049,31.0,5,0,Mobile Phone,4,Divorced,0,42.0,108.19,Rarely
CUST-01050,42.0,25,1,Grocery,1,Divorced,1,5.0,,Weekly
CUST-01051,12.0,21,0,Laptop & Accessory,2,Single,0,8.0,164.93,Daily
CUST-01052,11.0,16,1,Grocery,1,Divorced,0,11.0,97.73,Weekly
CUST-01053,36.0,14,0,Laptop & Accessory,5,Divorced,1,8.0,321.05,Rarely
CUST-01054,42.0,16,0,Mobile Phone,5,Single,0,21.0,,Monthly
CUST-01055,44.0,34,1,Mobile Phone,4,Married,1,7.0,150.76,Monthly
CUST-01056,26.0,42,0,Laptop & Accessory,5,Single,0,,348.27,Weekly
CUST-01057,58.0,10,0,Others,1,Married,0,38.0,219.76,Monthly
CUST-01058,10.0,12,0,Mobile Phone,5,Single,0,21.0,148.47,Rarely
CUST-01059,39.0,28,0,Grocery,1,Divorced,0,28.0,87.16,Rarely
CUST-01060,32.0,16,1,Fashion,2,Single,0,42.0,71.68,Daily
CUST-01061,26.0,29,1,Laptop & Accessory,3,Single,1,40.0,341.96,Weekly
CUST-01062,29.0,35,1,Laptop & Accessory,1,Married,1,18.0,85.2,Daily
CUST-01063,37.0,38,0,Fashion,4,Married,0,18.0,166.35,Rarely
CUST-01064,24.0,12,0,Grocery,5,Married,1,10.0,,Daily
CUST-01065,49.0,15,0,Fashion,2,Single,1,36.0,230.82,Weekly
CUST-01066,13.0,44,0,Mobile Phone,1,Divorced,0,19.0,289.81,Weekly
CUST-01067,30.0,23,1,Mobile Phone,2,Married,1,16.0,161.31,Monthly
CUST-01068,24.0,38,0,Mobile Phone,5,Single,0,18.0,369.48,Daily
CUST-01069,5.0,30,0,Others,5,Married,0,3.0,348.22,Daily
CUST-01070,59.0,16,0,Laptop & Accessory,2,Married,0,28.0,236.49,Daily
CUST-01071,37.0,26,0,Mobile Phone,4,Divorced,0,37.0,187.93,Daily
CUST-01072,26.0,28,0,Mobile Phone,4,Divorced,0,40.0,311.16,Rarely
CUST-01073,9.0,-5,0,Laptop & Accessory,5,Married,0,11.0,364.74,Daily
CUST-01074,13.0,45,0,Laptop & Accessory,5,Married,0,15.0,120.63,Weekly
CUST-01075,7.0,44,0,Laptop & Accessory,4,Married,0,15.0,114.42,Daily
CUST-01076,21.0,10,1,Fashion,1,Single,0,44.0,265.82,Monthly
CUST-01077,37.0,27,0,Grocery,5,Single,0,27.0,346.54,Weekly
CUST-01078,13.0,27,1,Grocery,3,Married,0,4.0,,Rarely
CUST-01079,31.0,46,0,Laptop & Accessory,1,Single,0,26.0,335.83,Weekly
CUST-01080,48.0,37,0,Fashion,4,Divorced,0,5.0,369.63,Weekly
CUST-01081,54.0,32,0,Grocery,3,Married,0,34.0,313.0,Rarely
CUST-01082,42.0,49,0,Laptop & Accessory,2,Married,0,42.0,200.03,Weekly
CUST-01083,53.0,37,0,Fashion,1,Divorced,1,10.0,61.36,Daily
CUST-01084,15.0,42,0,Fashion,5,Married,0,10.0,156.57,Daily
CUST-01085,4.0,35,0,Mobile Phone,2,Single,0,36.0,391.82,Weekly
CUST-01086,12.0,38,1,Others,4,Divorced,0,9.0,354.34,Daily
CUST-01087,18.0,47,1,Grocery,3,Married,0,34.0,314.67,Rarely
CUST-01088,4.0,33,1,Grocery,1,Single,0,15.0,152.09,Rarely
CUST-01089,16.0,16,0,Grocery,4,Divorced,0,42.0,179.27,Monthly
CUST-01090,32.0,30,0,Laptop & Accessory,1,Single,0,27.0,352.95,Rarely
CUST-01091,46.0,46,0,Fashion,2,Single,0,38.0,328.48,Rarely
CUST-01092,4.0,13,0,Grocery,4,Married,0,2.0,376.89,Rarely
CUST-01093,40.0,35,0,Fashion,3,Divorced,0,24.0,213.41,Monthly
CUST-01094,,20,1,Laptop & Accessory,1,Married,1,15.0,205.25,Daily
CUST-01095,16.0,34,0,Others,4,Single,0,3.0,294.01,Rarely
CUST-01096,22.0,16,0,Grocery,5,Divorced,0,31.0,355.9,Weekly
CUST-01097,58.0,27,0,Laptop & Accessory,5,Single,0,23.0,390.15,Weekly
CUST-01098,37.0,25,1,Mobile Phone,1,Divorced,0,13.0,277.79,Monthly
CUST-01099,45.0,22,0,Others,4,Divorced,0,,215.07,Daily
CUST-01100,7.0,48,0,Mobile Phone,5,Single,0,34.0,337.19,Weekly
CUST-01101,55.0,14,1,Laptop & Accessory,2,Divorced,0,39.0,,Monthly
CUST-01102,10.0,14,0,Laptop & Accessory,3,Divorced,1,21.0,83.84,Daily
CUST-01103,28.0,43,0,Grocery,5,Single,1,,66.47,Daily
CUST-01104,58.0,35,0,Fashion,4,Married,0,38.0,,Rarely
CUST-01105,19.0,40,0,Laptop & Accessory,2,Single,0,14.0,263.33,Monthly
CUST-01106,29.0,47,0,Mobile Phone,1,Single,1,44.0,186.22,Daily
CUST-01107,6.0,5,0,Fashion,2,Single,0,28.0,374.42,Weekly
CUST-01108,56.0,27,0,Others,4,Married,0,25.0,385.61,Monthly
CUST-01109,56.0,25,0,Fashion,2,Single,0,29.0,338.28,Rarely
CUST-01110,33.0,5,0,Grocery,5,Married,0,21.0,187.29,Rarely
CUST-01111,40.0,7,0,Fashion,1,Married,0,38.0,72.37,Daily
CUST-01112,20.0,48,1,Others,5,Divorced,1,23.0,187.52,Monthly
CUST-01113,53.0,17,1,Fashion,1,Single,1,17.0,,Monthly
CUST-01114,19.0,23,1,Fashion,2,Divorced,1,20.0,325.87,Weekly
CUST-01115,27.0,6,0,Laptop & Accessory,4,Divorced,1,5.0,398.4,Rarely
CUST-01116,53.0,11,1,Fashion,1,Single,1,40.0,109.21,Rarely
CUST-01117,38.0,29,0,Others,5,Single,0,4.0,261.14,Daily
CUST-01118,9.0,8,0,Fashion,3,Single,0,5.0,230.31,Daily
CUST-01119,57.0,23,0,Laptop & Accessory,4,Married,0,,320.25,Monthly
CUST-01120,,27,1,Fashion,1,Single,1,,,Daily
CUST-01121,15.0,32,1,Mobile Phone,4,Married,1,22.0,328.83,Weekly
CUST-01122,45.0,16,0,Laptop & Accessory,4,Divorced,0,,132.6,Monthly
CUST-01123,59.0,36,0,Fashion,4,Married,0,32.0,249.92,Weekly
CUST-01124,18.0,43,0,Grocery,1,Married,0,44.0,207.54,Daily
CUST-01125,31.0,38,0,Mobile Phone,4,Married,0,38.0,141.87,Daily
CUST-01126,9.0,13,1,Mobile Phone,3,Divorced,1,5.0,229.88,Daily
CUST-01127,30.0,8,0,Laptop & Accessory,4,Married,0,28.0,162.35,Monthly
CUST-01128,43.0,18,0,Mobile Phone,4,Married,0,4.0,337.61,Daily
CUST-01129,25.0,5,1,Mobile Phone,1,Married,0,42.0,162.26,Daily
CUST-01130,,46,1,Laptop & Accessory,4,Single,1,18.0,322.78,Weekly
CUST-01131,15.0,34,1,Others,4,Single,1,4.0,191.79,Daily
CUST-01132,41.0,35,0,Laptop & Accessory,3,Married,0,39.0,286.91,Daily
CUST-01133,6.0,42,1,Others,5,Divorced,1,34.0,344.57,Rarely
CUST-01134,14.0,10,1,Others,2,Single,0,32.0,126.16,Monthly
CUST-01135,22.0,26,1,Laptop & Accessory,2,Married,0,12.0,219.24,Weekly
CUST-01136,17.0,11,0,Others,5,Married,0,4.0,81.35,Monthly
CUST-01137,24.0,21,1,Mobile Phone,4,Divorced,0,5.0,302.84,Weekly
CUST-01138,,31,1,Grocery,5,Married,0,24.0,353.18,Monthly
CUST-01139,24.0,39,0,Grocery,3,Married,0,37.0,73.81,Daily
CUST-01140,54.0,39,0,Others,4,Single,0,13.0,350.41,Weekly
CUST-01141,14.0,17,0,Others,3,Married,0,36.0,159.49,Monthly
CUST-01142,35.0,21,0,Others,1,Divorced,1,13.0,193.21,Rarely
CUST-01143,52.0,32,0,Mobile Phone,3,Divorced,1,22.0,156.43,Monthly
CUST-01144,55.0,7,0,Grocery,3,Single,1,12.0,304.46,Daily
CUST-01145,20.0,43,0,Mobile Phone,5,Divorced,0,12.0,236.02,Monthly
CUST-01146,10.0,37,1,Laptop & Accessory,1,Single,1,16.0,249.25,Monthly
CUST-01147,35.0,7,0,Laptop & Accessory,5,Single,0,7.0,110.95,Rarely
CUST-01148,10.0,46,0,Fashion,4,Single,0,8.0,,Rarely
CUST-01149,,11,0,Grocery,5,Single,0,41.0,93.61,Monthly
CUST-01150,20.0,38,0,Others,2,Divorced,0,12.0,96.65,Weekly
CUST-01151,17.0,49,0,Mobile Phone,3,Married,0,23.0,87.17,Daily
CUST-01152,6.0,42,1,Fashion,2,Single,1,20.0,89.89,Monthly
CUST-01153,60.0,33,0,Fashion,5,Single,1,33.0,210.43,Weekly
CUST-01154,47.0,9,0,Grocery,2,Single,0,37.0,202.26,Rarely
CUST-01155,31.0,14,0,Grocery,2,Married,0,44.0,,Rarely
CUST-01156,33.0,20,0,Others,3,Single,0,2.0,234.87,Monthly
CUST-01157,41.0,20,1,Grocery,3,Single,1,,353.8,Weekly
CUST-01158,45.0,24,1,Fashion,5,Single,0,27.0,126.95,Daily
CUST-01159,7.0,46,0,Others,5,Divorced,0,5.0,380.04,Daily
CUST-01160,34.0,19,1,Mobile Phone,2,Divorced,0,19.0,307.57,Monthly
CUST-01161,29.0,43,0,Laptop & Accessory,4,Single,0,29.0,375.74,Weekly
CUST-01162,33.0,42,0,Grocery,2,Married,0,33.0,342.73,Daily
CUST-01163,31.0,42,0,Others,2,Married,0,11.0,288.33,Rarely
CUST-01164,59.0,5,0,Mobile Phone,3,Divorced,0,28.0,393.87,Weekly
CUST-01165,25.0,47,0,Grocery,4,Divorced,0,2.0,339.24,Monthly
CUST-01166,44.0,14,0,Fashion,5,Single,1,34.0,214.16,Rarely
CUST-01167,31.0,14,0,Laptop & Accessory,2,Married,0,21.0,73.12,Monthly
CUST-01168,6.0,7,0,Mobile Phone,2,Divorced,0,26.0,288.88,Monthly
CUST-01169,45.0,30,0,Fashion,4,Divorced,0,5.0,93.84,Rarely
CUST-01170,59.0,20,0,Grocery,1,Divorced,0,3.0,354.39,Rarely
CUST-01171,31.0,17,1,Mobile Phone,3,Married,0,27.0,337.44,Monthly
CUST-01172,58.0,42,0,Mobile Phone,1,Divorced,1,8.0,206.15,Weekly
CUST-01173,7.0,42,1,Mobile Phone,5,Divorced,0,21.0,316.01,Daily
CUST-01174,,12,1,Fashion,2,Divorced,0,29.0,241.27,Daily
CUST-01175,15.0,34,1,Fashion,2,Single,1,16.0,354.37,Daily
CUST-01176,45.0,41,1,Fashion,1,Married,1,16.0,233.91,Weekly
CUST-01177,,42,0,Laptop & Accessory,5,Divorced,0,9.0,,Weekly
CUST-01178,27.0,28,0,Mobile Phone,5,Married,0,43.0,343.44,Rarely
CUST-01179,8.0,27,0,Laptop & Accessory,5,Single,0,7.0,291.3,Rarely
CUST-01180,41.0,31,0,Grocery,2,Single,0,25.0,,Weekly
CUST-01181,27.0,5,0,Fashion,2,Married,0,25.0,86.98,Daily
CUST-01182,3.0,10,0,Others,5,Divorced,0,2.0,74.78,Monthly
CUST-01183,18.0,27,0,Laptop & Accessory,2,Married,0,37.0,224.03,Daily
CUST-01184,24.0,24,0,Fashion,1,Divorced,0,1.0,61.55,Daily
CUST-01185,45.0,34,0,Fashion,1,Single,0,11.0,126.21,Daily
CUST-01186,,49,0,Laptop & Accessory,2,Married,0,24.0,100.48,Daily
CUST-01187,,28,0,Laptop & Accessory,4,Single,0,40.0,101.32,Daily
CUST-01188,17.0,19,1,Others,1,Single,0,1.0,314.19,Rarely
CUST-01189,51.0,8,1,Laptop & Accessory,3,Married,1,13.0,394.43,Monthly
CUST-01190,18.0,38,1,Others,1,Married,0,,341.56,Daily
CUST-01191,39.0,7,0,Fashion,4,Single,0,26.0,118.83,Daily
CUST-01192,48.0,19,0,Laptop & Accessory,2,Divorced,1,7.0,128.08,Daily
CUST-01193,20.0,40,0,Grocery,4,Single,0,35.0,156.31,Monthly
CUST-01194,54.0,40,1,Others,1,Divorced,0,16.0,198.03,Daily
CUST-01195,1.0,9,1,Others,3,Single,0,43.0,306.77,Weekly
CUST-01196,37.0,40,0,Grocery,4,Single,0,,173.92,Rarely
CUST-01197,41.0,22,1,Laptop & Accessory,2,Single,0,44.0,,Monthly
CUST-01198,39.0,33,0,Mobile Phone,2,Married,0,16.0,228.68,Rarely
CUST-01199,51.0,13,0,Fashion,1,Married,0,14.0,392.98,Weekly
CUST-01200,35.0,43,0,Laptop & Accessory,2,Divorced,0,20.0,146.26,Daily
CUST-01201,41.0,23,1,Others,3,Married,1,16.0,206.92,Monthly
CUST-01202,29.0,11,0,Fashion,4,Divorced,0,17.0,84.42,Daily
CUST-01203,32.0,14,0,Fashion,3,Married,0,42.0,308.1,Daily
CUST-01204,,40,1,Laptop & Accessory,4,Married,1,29.0,271.61,Rarely
CUST-01205,14.0,29,1,Fashion,2,Single,0,29.0,154.84,Monthly
CUST-01206,50.0,48,0,Mobile Phone,3,Single,0,42.0,87.61,Weekly
CUST-01207,,46,1,Others,2,Married,1,20.0,336.89,Monthly
CUST-01208,25.0,42,0,Fashion,5,Divorced,0,14.0,287.61,Daily
CUST-01209,52.0,41,1,Others,4,Married,1,5.0,97.51,Monthly
CUST-01210,31.0,49,1,Fashion,1,Divorced,0,33.0,154.8,Monthly
CUST-01211,30.0,16,0,Laptop & Accessory,5,Married,1,30.0,,Monthly
CUST-01212,2.0,7,0,Others,4,Divorced,0,13.0,367.14,Monthly
CUST-01213,35.0,27,0,Laptop & Accessory,1,Divorced,0,41.0,280.28,Daily
CUST-01214,31.0,48,0,Laptop & Accessory,2,Divorced,0,13.0,345.03,Daily
CUST-01215,58.0,46,0,Fashion,4,Single,0,43.0,176.28,Weekly
CUST-01216,34.0,41,1,Grocery,3,Married,1,26.0,272.23,Monthly
CUST-01217,24.0,10,0,Mobile Phone,3,Married,0,42.0,334.76,Weekly
CUST-01218,36.0,6,0,Fashion,3,Married,0,26.0,104.05,Monthly
CUST-01219,,44,0,Mobile Phone,4,Single,0,22.0,147.0,Rarely
CUST-01220,,47,0,Laptop & Accessory,5,Single,0,8.0,358.69,Rarely
CUST-01221,47.0,13,0,Fashion,3,Married,1,25.0,282.52,Weekly
CUST-01222,11.0,19,0,Others,3,Divorced,0,,271.24,Daily
CUST-01223,27.0,23,0,Grocery,2,Married,0,39.0,311.25,Monthly
CUST-01224,33.0,23,0,Laptop & Accessory,5,Divorced,1,16.0,334.6,Weekly
CUST-01225,26.0,36,0,Others,4,Divorced,0,42.0,269.81,Monthly
CUST-01226,5.0,30,0,Others,5,Divorced,0,13.0,60.21,Rarely
CUST-01227,43.0,27,1,Mobile Phone,1,Divorced,0,30.0,369.1,Rarely
CUST-01228,13.0,43,1,Grocery,1,Married,0,1.0,95.74,Rarely
CUST-01229,2.0,10,1,Fashion,2,Single,0,24.0,257.95,Weekly
CUST-01230,,12,0,Others,4,Divorced,0,29.0,,Weekly
CUST-01231,14.0,26,1,Grocery,2,Divorced,0,35.0,272.98,Weekly
CUST-01232,51.0,27,0,Grocery,2,Married,1,21.0,206.41,Monthly
CUST-01233,53.0,13,0,Mobile Phone,4,Divorced,0,13.0,376.75,Daily
CUST-01234,58.0,38,0,Fashion,3,Divorced,0,42.0,394.6,Daily
CUST-01235,6.0,23,0,Laptop & Accessory,3,Divorced,0,9.0,111.17,Daily
CUST-01236,5.0,7,0,Mobile Phone,3,Married,0,4.0,321.89,Rarely
CUST-01237,27.0,32,0,Grocery,5,Single,1,13.0,228.21,Daily
CUST-01238,37.0,49,0,Others,3,Divorced,0,11.0,289.65,Weekly
CUST-01239,46.0,33,1,Grocery,3,Married,0,15.0,193.89,Rarely
CUST-01240,42.0,45,1,Grocery,3,Married,0,32.0,169.55,Rarely
CUST-01241,2.0,28,1,Grocery,2,Divorced,0,40.0,101.31,Weekly
CUST-01242,3.0,18,1,Fashion,1,Married,0,3.0,271.58,Weekly
CUST-01243,18.0,13,0,Grocery,5,Married,1,21.0,345.47,Rarely
CUST-01244,59.0,10,0,Grocery,4,Married,0,17.0,367.72,Rarely
CUST-01245,40.0,7,0,Fashion,4,Divorced,1,,120.32,Weekly
CUST-01246,22.0,27,0,Others,5,Married,0,11.0,114.01,Daily
CUST-01247,27.0,6,0,Mobile Phone,1,Divorced,0,37.0,394.0,Monthly
CUST-01248,60.0,35,0,Laptop & Accessory,3,Single,0,2.0,295.48,Daily
CUST-01249,27.0,39,0,Mobile Phone,2,Divorced,0,21.0,169.59,Daily
CUST-01250,52.0,49,0,Laptop & Accessory,5,Married,0,38.0,283.57,Daily
CUST-01251,25.0,6,1,Mobile Phone,1,Divorced,1,6.0,163.2,Daily
CUST-01252,3.0,37,1,Laptop & Accessory,1,Divorced,0,13.0,124.56,Monthly
CUST-01253,48.0,29,1,Mobile Phone,1,Single,1,12.0,316.89,Rarely
CUST-01254,34.0,26,0,Grocery,5,Married,0,3.0,267.81,Monthly
CUST-01255,20.0,35,1,Fashion,5,Married,0,33.0,96.36,Rarely
CUST-01256,50.0,24,0,Mobile Phone,4,Single,1,12.0,153.91,Rarely
CUST-01257,42.0,43,0,Laptop & Accessory,1,Single,0,32.0,317.6,Rarely
CUST-01258,48.0,48,0,Laptop & Accessory,1,Married,0,23.0,85.41,Monthly
CUST-01259,13.0,36,0,Grocery,2,Married,0,5.0,132.49,Rarely
CUST-01260,41.0,14,1,Mobile Phone,2,Married,0,7.0,196.26,Daily
CUST-01261,5.0,20,1,Grocery,3,Married,0,18.0,208.64,Weekly
CUST-01262,53.0,18,0,Grocery,1,Single,0,21.0,377.66,Monthly
CUST-01263,57.0,47,1,Mobile Phone,1,Single,0,29.0,187.97,Monthly
CUST-01264,19.0,43,0,Mobile Phone,5,Married,1,33.0,341.18,Monthly
CUST-01265,18.0,999,1,Fashion,1,Single,1,17.0,371.22,Rarely
CUST-01266,6.0,39,0,Grocery,5,Divorced,0,25.0,87.39,Monthly
CUST-01267,10.0,28,0,Laptop & Accessory,5,Married,0,16.0,109.1,Weekly
CUST-01268,30.0,20,1,Fashion,3,Married,0,40.0,78.7,Weekly
CUST-01269,35.0,25,0,Others,2,Divorced,0,17.0,114.55,Rarely
CUST-01270,6.0,28,1,Grocery,3,Divorced,1,2.0,76.82,Weekly
CUST-01271,53.0,42,0,Grocery,3,Single,0,39.0,168.56,Daily
CUST-01272,1.0,41,1,Fashion,5,Married,1,15.0,211.91,Daily
CUST-01273,57.0,18,0,Others,2,Married,1,31.0,161.73,Daily
CUST-01274,31.0,33,1,Others,2,Married,0,14.0,222.56,Rarely
CUST-01275,58.0,28,0,Fashion,5,Single,0,27.0,181.69,Rarely
CUST-01276,32.0,22,1,Grocery,2,Single,1,9.0,,Monthly
CUST-01277,8.0,24,0,Fashion,2,Married,0,30.0,89.78,Daily
CUST-01278,,47,1,Grocery,3,Divorced,1,39.0,228.4,Rarely
CUST-01279,23.0,23,1,Grocery,4,Divorced,0,43.0,181.59,Rarely
CUST-01280,15.0,33,1,Others,2,Single,0,44.0,56.31,Weekly
CUST-01281,15.0,8,1,Laptop & Accessory,2,Married,0,26.0,236.5,Monthly
CUST-01282,28.0,6,0,Fashion,3,Divorced,1,11.0,324.11,Weekly
CUST-01283,55.0,18,1,Laptop & Accessory,2,Divorced,0,35.0,111.21,Daily
CUST-01284,44.0,200,1,Mobile Phone,3,Divorced,0,14.0,226.87,Rarely
CUST-01285,11.0,43,1,Others,1,Married,1,43.0,398.47,Daily
CUST-01286,48.0,26,0,Laptop & Accessory,5,Divorced,0,44.0,55.55,Weekly
CUST-01287,23.0,17,0,Mobile Phone,5,Divorced,0,14.0,207.52,Weekly
CUST-01288,57.0,39,0,Fashion,5,Single,0,18.0,68.49,Weekly
CUST-01289,51.0,21,1,Others,3,Married,0,6.0,234.45,Rarely
CUST-01290,3.0,16,0,Mobile Phone,4,Divorced,0,2.0,161.59,Rarely
CUST-01291,23.0,33,0,Fashion,1,Divorced,0,30.0,389.54,Daily
CUST-01292,44.0,34,1,Mobile Phone,1,Divorced,0,6.0,154.02,Rarely
CUST-01293,6.0,31,1,Laptop & Accessory,2,Divorced,0,,119.65,Monthly
CUST-01294,40.0,19,0,Fashion,3,Married,0,24.0,,Weekly
CUST-01295,44.0,16,1,Grocery,1,Married,1,40.0,296.15,Rarely
CUST-01296,23.0,25,1,Others,2,Single,0,42.0,81.65,Daily
CUST-01297,29.0,46,1,Others,4,Married,0,14.0,190.79,Weekly
CUST-01298,24.0,-5,1,Fashion,2,Single,1,8.0,135.23,Weekly
CUST-01299,36.0,9,0,Laptop & Accessory,1,Married,1,30.0,232.07,Weekly
CUST-01300,47.0,30,1,Laptop & Accessory,1,Married,1,7.0,297.53,Rarely
CUST-01301,28.0,43,0,Grocery,4,Married,0,38.0,395.08,Weekly
CUST-01302,18.0,48,0,Grocery,1,Married,0,28.0,51.39,Rarely
CUST-01303,44.0,35,1,Mobile Phone,2,Single,1,19.0,,Monthly
CUST-01304,11.0,44,0,Mobile Phone,3,Single,0,23.0,371.93,Rarely
CUST-01305,46.0,38,1,Fashion,2,Married,1,9.0,314.92,Rarely
CUST-01306,18.0,45,0,Laptop & Accessory,5,Divorced,1,14.0,80.15,Rarely
CUST-01307,19.0,43,0,Fashion,3,Single,0,4.0,242.46,Weekly
CUST-01308,28.0,25,1,Fashion,3,Single,1,33.0,358.99,Rarely
CUST-01309,19.0,34,1,Fashion,3,Married,0,18.0,344.89,Monthly
CUST-01310,2.0,16,1,Fashion,3,Single,0,44.0,273.38,Monthly
CUST-01311,30.0,6,0,Grocery,1,Single,0,29.0,242.29,Rarely
CUST-01312,34.0,48,0,Others,5,Single,0,33.0,,Monthly
CUST-01313,44.0,44,0,Laptop & Accessory,5,Married,0,27.0,71.86,Rarely
CUST-01314,52.0,37,0,Fashion,5,Married,0,8.0,388.31,Rarely
CUST-01315,34.0,13,1,Laptop & Accessory,3,Married,1,,161.9,Daily
CUST-01316,20.0,29,1,Laptop & Accessory,3,Divorced,0,24.0,180.1,Monthly
CUST-01317,22.0,15,0,Laptop & Accessory,3,Divorced,0,38.0,247.96,Rarely
CUST-01318,37.0,31,0,Laptop & Accessory,4,Single,0,32.0,260.38,Monthly
CUST-01319,17.0,37,1,Laptop & Accessory,4,Divorced,1,29.0,147.13,Rarely
CUST-01320,60.0,33,0,Fashion,5,Single,0,21.0,79.53,Monthly
CUST-01321,6.0,17,0,Laptop & Accessory,1,Single,0,8.0,117.67,Monthly
CUST-01322,49.0,45,0,Others,3,Married,0,10.0,68.45,Daily
CUST-01323,49.0,29,0,Mobile Phone,3,Divorced,0,,228.05,Rarely
CUST-01324,26.0,18,0,Laptop & Accessory,1,Married,0,4.0,365.11,Weekly
CUST-01325,12.0,39,0,Others,5,Single,0,38.0,338.58,Weekly
CUST-01326,4.0,20,1,Grocery,5,Divorced,1,33.0,143.89,Weekly
CUST-01327,59.0,43,0,Laptop & Accessory,4,Single,0,39.0,372.27,Monthly
CUST-01328,48.0,30,0,Grocery,1,Single,0,13.0,285.76,Monthly
CUST-01329,36.0,29,0,Others,4,Married,0,13.0,270.3,Rarely
CUST-01330,,32,1,Grocery,4,Single,0,31.0,226.23,Monthly
CUST-01331,33.0,24,0,Grocery,2,Divorced,0,9.0,117.44,Rarely
CUST-01332,32.0,18,1,Others,3,Divorced,0,21.0,253.51,Rarely
CUST-01333,37.0,47,0,Laptop & Accessory,5,Married,0,43.0,59.74,Rarely
CUST-01334,35.0,43,1,Grocery,3,Single,1,39.0,147.92,Weekly
CUST-01335,50.0,26,1,Grocery,1,Divorced,1,33.0,292.69,Weekly
CUST-01336,42.0,16,0,Mobile Phone,3,Single,0,23.0,371.56,Rarely
CUST-01337,49.0,33,1,Grocery,2,Married,1,17.0,281.12,Daily
CUST-01338,56.0,12,0,Laptop & Accessory,5,Divorced,0,36.0,66.72,Rarely
CUST-01339,44.0,16,0,Grocery,1,Married,0,39.0,198.68,Rarely
CUST-01340,12.0,36,1,Mobile Phone,1,Single,1,15.0,226.79,Monthly
CUST-01341,58.0,48,0,Laptop & Accessory,3,Divorced,0,34.0,141.8,Rarely
CUST-01342,54.0,9,0,Fashion,2,Married,0,25.0,143.9,Monthly
CUST-01343,26.0,26,1,Fashion,3,Married,0,12.0,76.44,Monthly
CUST-01344,6.0,24,0,Mobile Phone,5,Divorced,0,29.0,235.34,Weekly
CUST-01345,46.0,26,0,Others,3,Single,0,14.0,258.35,Daily
CUST-01346,50.0,38,0,Fashion,3,Single,0,33.0,72.26,Weekly
CUST-01347,54.0,48,1,Grocery,2,Divorced,0,23.0,367.33,Weekly
CUST-01348,7.0,29,0,Fashion,5,Single,0,38.0,289.82,Daily
CUST-01349,49.0,48,1,Mobile Phone,4,Divorced,1,,220.36,Weekly
CUST-01350,18.0,49,0,Others,4,Divorced,0,36.0,304.21,Daily
CUST-01351,32.0,14,0,Mobile Phone,3,Divorced,0,41.0,299.89,Weekly
CUST-01352,34.0,40,0,Laptop & Accessory,5,Single,0,40.0,234.86,Weekly
